COMPANYID,RELATIONNO,CASENO,PROJECTNO,PREVACTIVITYCODE,NEXTACTIVITYCODE,RELATIONTYPE,PITCH,LAG,NETWORKID,LOCATIONCODE,LOCATIONTYPE,CREATEDATE,CREATEUSER,UPDATEDATE,UPDATEUSER,FLAGCODE,PROCESSCODE,PROCESSSERNO
D,1114318470,2020-36-04,5466,E63CP000,W63COP00,SS,,0,,63C,P,2020-04-21,1008003,,,,,
D,1114318236,2020-36-04,5466,E63DP000,W63DOP00,SS,,0,,63D,P,2020-04-21,1008003,,,,,
D,1114318566,2020-36-04,5466,E63EP000,W63EOP00,SS,,0,,63E,P,2020-04-21,1008003,,,,,
D,1114318318,2020-36-04,5466,E63FP000,W63FOP00,SS,,0,,63F,P,2020-04-21,1008003,,,,,
D,1114318610,2020-36-04,5466,E63GP000,W63GOP00,SS,,0,,63G,P,2020-04-21,1008003,,,,,
D,1114318619,2020-36-04,5466,E63HP000,W63HOP00,SS,,0,,63H,P,2020-04-21,1008003,,,,,
D,1114172488,2020-36-04,5466,S641A000,W641GA00,FS,,-4,,641,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172489,2020-36-04,5466,S641A000,W641GC00,SS,,4,,641,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172490,2020-36-04,5466,S642A000,W642GA00,FS,,-4,,642,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172491,2020-36-04,5466,S642A000,W642GC00,SS,,4,,642,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172492,2020-36-04,5466,S643A000,W643GA00,FS,,-4,,643,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172493,2020-36-04,5466,S643A000,W643GC00,SS,,4,,643,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172494,2020-36-04,5466,S644A000,W644GA00,FS,,-4,,644,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172495,2020-36-04,5466,S644A000,W644GC00,SS,,4,,644,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172496,2020-36-04,5466,S651A000,W651GA00,FS,,-4,,651,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172497,2020-36-04,5466,S651A000,W651GC00,SS,,4,,651,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172498,2020-36-04,5466,S652A000,W652GA00,FS,,-4,,652,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172499,2020-36-04,5466,S652A000,W652GC00,SS,,4,,652,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172500,2020-36-04,5466,S653A000,W653GA00,FS,,-4,,653,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172501,2020-36-04,5466,S653A000,W653GC00,SS,,4,,653,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172502,2020-36-04,5466,S654A000,W654GA00,FS,,-4,,654,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172503,2020-36-04,5466,S654A000,W654GC00,SS,,4,,654,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172504,2020-36-04,5466,S661A000,W661GA00,FS,,1,,661,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172505,2020-36-04,5466,S661A000,W661GC00,SS,,4,,661,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172506,2020-36-04,5466,S671A000,W671GA00,FS,,1,,671,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172507,2020-36-04,5466,S671A000,W671GC00,SS,,4,,671,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172508,2020-36-04,5466,S721A000,W721GA00,FS,,-1,,721,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172509,2020-36-04,5466,P721BP00,W721GL00,FS,,1,,721,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172510,2020-36-04,5466,S722A000,W722GA00,FS,,-1,,722,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172511,2020-36-04,5466,S723A000,W723GA00,FS,,-4,,723,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172512,2020-36-04,5466,S723A000,W723GC00,SS,,4,,723,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172513,2020-36-04,5466,S724A000,W724GA00,FS,,-4,,724,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172514,2020-36-04,5466,S725A000,W725GA00,FS,,-4,,725,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172515,2020-36-04,5466,S726A000,W726GA00,FS,,-4,,726,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172516,2020-36-04,5466,S726A000,W726GC00,SS,,4,,726,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172517,2020-36-04,5466,S727A000,W727GA00,FS,,-4,,727,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172518,2020-36-04,5466,S728A000,W728GA00,FS,,-4,,728,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172519,2020-36-04,5466,S728A000,W728GC00,SS,,4,,728,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172520,2020-36-04,5466,S729A000,W729GA00,FS,,-4,,729,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172521,2020-36-04,5466,S731A000,W731GA00,FS,,-1,,731,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172522,2020-36-04,5466,P731BP00,W731GL00,FS,,1,,731,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172523,2020-36-04,5466,S732A000,W732GA00,FS,,-1,,732,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172524,2020-36-04,5466,S733A000,W733GA00,FS,,-4,,733,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172525,2020-36-04,5466,S733A000,W733GC00,SS,,4,,733,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172526,2020-36-04,5466,S734A000,W734GA00,FS,,-4,,734,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172527,2020-36-04,5466,S735A000,W735GA00,FS,,-4,,735,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172528,2020-36-04,5466,S736A000,W736GA00,FS,,-1,,736,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172529,2020-36-04,5466,S736A000,W736GC00,SS,,4,,736,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172530,2020-36-04,5466,S737A000,W737GA00,FS,,-4,,737,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172531,2020-36-04,5466,S738A000,W738GA00,FS,,-4,,738,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172532,2020-36-04,5466,S738A000,W738GC00,SS,,4,,738,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172533,2020-36-04,5466,S739A000,W739GA00,FS,,-4,,739,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172534,2020-36-04,5466,S741A000,W741GA00,FS,,-4,,741,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172535,2020-36-04,5466,S742A000,W742GA00,FS,,-4,,742,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172536,2020-36-04,5466,S742A000,W742GC00,SS,,4,,742,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172537,2020-36-04,5466,S743A000,W743GA00,FS,,-1,,743,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172538,2020-36-04,5466,S743A000,W743GC00,SS,,4,,743,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172539,2020-36-04,5466,S744A000,W744GA00,FS,,-4,,744,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172540,2020-36-04,5466,S751A000,W751GA00,FS,,-4,,751,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172541,2020-36-04,5466,S752A000,W752GA00,FS,,-4,,752,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172542,2020-36-04,5466,S752A000,W752GC00,SS,,4,,752,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172543,2020-36-04,5466,S753A000,W753GA00,FS,,-1,,753,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172544,2020-36-04,5466,S753A000,W753GC00,SS,,4,,753,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172545,2020-36-04,5466,S754A000,W754GA00,FS,,-4,,754,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172546,2020-36-04,5466,S801A000,W801GA00,FS,,-1,,801,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172547,2020-36-04,5466,S801A000,W801GC00,SS,,4,,801,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172548,2020-36-04,5466,S802A000,W802GA00,FS,,-1,,802,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172549,2020-36-04,5466,S802A000,W802GS00,SS,,0,,802,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172550,2020-36-04,5466,S803A000,W803GA00,FS,,-1,,803,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172551,2020-36-04,5466,S804A000,W804GA00,FS,,-1,,804,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172552,2020-36-04,5466,S805A000,W805GA00,FS,,-1,,805,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114318296,2020-36-04,5466,E80AP000,W80AOP00,SS,,0,,80A,P,2020-04-21,1008003,,,,,
D,1114318366,2020-36-04,5466,E80BP000,W80BOP00,SS,,0,,80B,P,2020-04-21,1008003,,,,,
D,1114318451,2020-36-04,5466,E80CP000,W80COP00,SS,,0,,80C,P,2020-04-21,1008003,,,,,
D,1114318311,2020-36-04,5466,E80DP000,W80DOP00,SS,,0,,80D,P,2020-04-21,1008003,,,,,
D,1114172557,2020-36-04,5466,S811A000,W811GA00,FS,,-4,,811,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172558,2020-36-04,5466,S812A000,W812GA00,FS,,-19,,812,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172559,2020-36-04,5466,S822A000,W822GA00,FS,,-1,,822,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172560,2020-36-04,5466,S822A000,W822GC00,SS,,4,,822,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172561,2020-36-04,5466,S823A000,W823GA00,FS,,-4,,823,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172562,2020-36-04,5466,S823A000,W823GC00,SS,,4,,823,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172563,2020-36-04,5466,S823A000,W823GS00,SS,,0,,823,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172564,2020-36-04,5466,S824A000,W824GA00,FS,,-4,,824,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172565,2020-36-04,5466,S824A000,W824GC00,SS,,4,,824,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172566,2020-36-04,5466,S825A000,W825GA00,FS,,-1,,825,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172567,2020-36-04,5466,S825A000,W825GC00,SS,,4,,825,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172568,2020-36-04,5466,S825A000,W825GS00,SS,,0,,825,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172569,2020-36-04,5466,S826A000,W826GA00,FS,,-1,,826,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172570,2020-36-04,5466,S826A000,W826GC00,SS,,4,,826,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172571,2020-36-04,5466,S826A000,W826GS00,SS,,0,,826,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172572,2020-36-04,5466,S832A000,W832GA00,FS,,-1,,832,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172573,2020-36-04,5466,S832A000,W832GC00,SS,,4,,832,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172574,2020-36-04,5466,S833A000,W833GA00,FS,,-4,,833,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172575,2020-36-04,5466,S833A000,W833GC00,SS,,4,,833,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172576,2020-36-04,5466,S834A000,W834GA00,FS,,-4,,834,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172577,2020-36-04,5466,S834A000,W834GC00,SS,,4,,834,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172578,2020-36-04,5466,S835A000,W835GA00,FS,,-1,,835,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172579,2020-36-04,5466,S835A000,W835GC00,SS,,4,,835,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172580,2020-36-04,5466,S836A000,W836GA00,FS,,-1,,836,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172581,2020-36-04,5466,S836A000,W836GC00,SS,,4,,836,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172582,2020-36-04,5466,S836A000,W836GS00,SS,,0,,836,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172583,2020-36-04,5466,S8X1A000,W8X1GA00,FS,,-19,,8X1,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172584,2020-36-04,5466,S904A000,W904GB00,FS,,-6,,904,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172585,2020-36-04,5466,S905A000,W905GB00,FS,,-6,,905,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172586,2020-36-04,5466,S906A000,W906GB00,FS,,-6,,906,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114318324,2020-36-04,5466,E90AP000,W90AOP00,SS,,0,,90A,P,2020-04-21,1008003,,,,,
D,1114172588,2020-36-04,5466,S910A000,W910GB00,FS,,-34,,910,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172589,2020-36-04,5466,S913A000,W913GB00,FS,,-6,,913,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172590,2020-36-04,5466,S914A000,W914GB00,FS,,-6,,914,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114318521,2020-36-04,5466,E91AP000,W91AOP00,SS,,0,,91A,P,2020-04-21,1008003,,,,,
D,1114172592,2020-36-04,5466,S921A000,W921GB00,FS,,-6,,921,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172593,2020-36-04,5466,S922A000,W922GB00,FS,,-6,,922,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172594,2020-36-04,5466,S923A000,W923GB00,FS,,-6,,923,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172595,2020-36-04,5466,S931A000,W931GB00,FS,,-6,,931,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172596,2020-36-04,5466,S932A000,W932GB00,FS,,-6,,932,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172597,2020-36-04,5466,S933A000,W933GB00,FS,,-6,,933,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172598,2020-36-04,5466,S941A000,W941GB00,FS,,-6,,941,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172599,2020-36-04,5466,S942A000,W942GB00,FS,,-6,,942,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172600,2020-36-04,5466,S951A000,W951GB00,FS,,-6,,951,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172601,2020-36-04,5466,S952A000,W952GB00,FS,,-6,,952,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172602,2020-36-04,5466,S981A000,W981GB00,FS,,-31,,981,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172603,2020-36-04,5466,S991A000,W991GB00,FS,,-31,,991,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172604,2020-36-04,5466,S9X1A000,W9X1GB00,FS,,-19,,9X1,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172605,2020-36-04,5466,W101GB00,Z101ZBI0,FS,,3,,101,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172606,2020-36-04,5466,P101BP00,Z101ZBR0,FS,,1,,101,B,2020-04-20,1007589,2020-04-30,1007589,,,
D,1114172607,2020-36-04,5466,W102GB00,Z102ZBI0,FS,,2,,102,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172608,2020-36-04,5466,P102BP00,Z102ZBR0,FS,,1,,102,B,2020-04-20,1007589,2020-04-30,1007589,,,
D,1114172609,2020-36-04,5466,W104GA00,Z104ZBI0,FS,,2,,104,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172610,2020-36-04,5466,P104BP00,Z104ZBR0,FS,,1,,104,B,2020-04-20,1007589,2020-04-30,1007589,,,
D,1114172611,2020-36-04,5466,W105GB00,Z105ZBI0,FS,,2,,105,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172612,2020-36-04,5466,P105BP00,Z105ZBR0,FS,,1,,105,B,2020-04-20,1007589,2020-04-30,1007589,,,
D,1114172613,2020-36-04,5466,W106GB00,Z106ZBI0,FS,,1,,106,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172614,2020-36-04,5466,P106BP00,Z106ZBR0,FS,,1,,106,B,2020-04-20,1007589,2020-04-30,1007589,,,
D,1114172615,2020-36-04,5466,W107GB00,Z107ZBI0,FS,,3,,107,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172616,2020-36-04,5466,P107BP00,Z107ZBR0,FS,,1,,107,B,2020-04-20,1007589,2020-04-30,1007589,,,
D,1114172617,2020-36-04,5466,W108GB00,Z108ZBI0,FS,,5,,108,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172618,2020-36-04,5466,P108BP00,Z108ZBR0,FS,,1,,108,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172619,2020-36-04,5466,W109GB00,Z109ZBI0,FS,,5,,109,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172620,2020-36-04,5466,P109BP00,Z109ZBR0,FS,,1,,109,B,2020-04-20,1007589,2020-04-30,1007589,,,
D,1114318479,2020-36-04,5466,E10AP000,Z10AZPI0,SS,,0,,10A,P,2020-04-21,1008003,,,,,
D,1114318250,2020-36-04,5466,P10APP00,Z10AZPR0,FS,,1,,10A,P,2020-04-21,1008003,,,,,
D,1114318482,2020-36-04,5466,E10CP000,Z10CZPI0,SS,,0,,10C,P,2020-04-21,1008003,,,,,
D,1114318484,2020-36-04,5466,P10CPP00,Z10CZPR0,FS,,1,,10C,P,2020-04-21,1008003,,,,,
D,1114318285,2020-36-04,5466,E10FP000,Z10FZPI0,SS,,0,,10F,P,2020-04-21,1008003,,,,,
D,1114318286,2020-36-04,5466,P10FPP00,Z10FZPR0,FS,,1,,10F,P,2020-04-21,1008003,,,,,
D,1114318447,2020-36-04,5466,E10HP000,Z10HZPI0,SS,,0,,10H,P,2020-04-21,1008003,,,,,
D,1114318532,2020-36-04,5466,E10HP000,Z10HZPR0,FS,,1,,10H,P,2020-04-21,1008003,,,,,
D,1114172629,2020-36-04,5466,W110GB00,Z110ZBI0,FS,,2,,110,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172630,2020-36-04,5466,P110BP00,Z110ZBR0,FS,,1,,110,B,2020-04-20,1007589,2020-04-30,1007589,,,
D,1114172631,2020-36-04,5466,W111GB00,Z111ZBI0,FS,,3,,111,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172632,2020-36-04,5466,P111BP00,Z111ZBR0,FS,,1,,111,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172633,2020-36-04,5466,W113GB00,Z113ZBI0,FS,,2,,113,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172634,2020-36-04,5466,P113BP00,Z113ZBR0,FS,,1,,113,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114318119,2020-36-04,5466,E11AP000,Z11AZPI0,SS,,0,,11A,P,2020-04-21,1008003,,,,,
D,1114318460,2020-36-04,5466,P11APP00,Z11AZPR0,FS,,1,,11A,P,2020-04-21,1008003,,,,,
D,1114318483,2020-36-04,5466,E11BP000,Z11BZBI0,SS,,8,,11B,P,2020-04-21,1008003,,,,,
D,1114318472,2020-36-04,5466,P11BBP00,Z11BZBR0,FS,,1,,11B,P,2020-04-21,1008003,,,,,
D,1114318492,2020-36-04,5466,E11HP000,Z11HZPI0,SS,,0,,11H,P,2020-04-21,1008003,,,,,
D,1114318486,2020-36-04,5466,P11HPP00,Z11HZPR0,FS,,1,,11H,P,2020-04-21,1008003,,,,,
D,1114172641,2020-36-04,5466,W122GB00,Z122ZBI0,FS,,2,,122,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172642,2020-36-04,5466,P122BP00,Z122ZBR0,FS,,1,,122,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172643,2020-36-04,5466,W123GB00,Z123ZBI0,FS,,1,,123,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172644,2020-36-04,5466,P123BP00,Z123ZBR0,FS,,1,,123,B,2020-04-20,1007589,2020-04-30,1007589,,,
D,1114172645,2020-36-04,5466,W124GB00,Z124ZBI0,FS,,1,,124,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172646,2020-36-04,5466,P124BP00,Z124ZBR0,FS,,1,,124,B,2020-04-20,1007589,2020-04-30,1007589,,,
D,1114172647,2020-36-04,5466,W125GB00,Z125ZBI0,FS,,1,,125,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172648,2020-36-04,5466,P125BP00,Z125ZBR0,FS,,1,,125,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114318428,2020-36-04,5466,E12DP000,Z12DZPI0,SS,,0,,12D,P,2020-04-21,1008003,,,,,
D,1114318623,2020-36-04,5466,P12DPP00,Z12DZPR0,FS,,1,,12D,P,2020-04-21,1008003,,,,,
D,1114318282,2020-36-04,5466,E12EP000,Z12EZPI0,SS,,0,,12E,P,2020-04-21,1008003,,,,,
D,1114318530,2020-36-04,5466,P12EPP00,Z12EZPR0,FS,,1,,12E,P,2020-04-21,1008003,,,,,
D,1114172653,2020-36-04,5466,W132GB00,Z132ZBI0,FS,,3,,132,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172654,2020-36-04,5466,P132BP00,Z132ZBR0,FS,,1,,132,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172655,2020-36-04,5466,W133GB00,Z133ZBI0,FS,,2,,133,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172656,2020-36-04,5466,P133BP00,Z133ZBR0,FS,,1,,133,B,2020-04-20,1007589,2020-04-30,1007589,,,
D,1114172657,2020-36-04,5466,W134GB00,Z134ZBI0,FS,,1,,134,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172658,2020-36-04,5466,P134BP00,Z134ZBR0,FS,,1,,134,B,2020-04-20,1007589,2020-04-30,1007589,,,
D,1114172659,2020-36-04,5466,W135GB00,Z135ZBI0,FS,,2,,135,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172660,2020-36-04,5466,P135BP00,Z135ZBR0,FS,,1,,135,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114318364,2020-36-04,5466,E13DP000,Z13DZPI0,SS,,0,,13D,P,2020-04-21,1008003,,,,,
D,1114318227,2020-36-04,5466,P13DPP00,Z13DZPR0,FS,,1,,13D,P,2020-04-21,1008003,,,,,
D,1114318580,2020-36-04,5466,E13EP000,Z13EZPI0,SS,,0,,13E,P,2020-04-21,1008003,,,,,
D,1114318320,2020-36-04,5466,P13EPP00,Z13EZPR0,FS,,1,,13E,P,2020-04-21,1008003,,,,,
D,1114172665,2020-36-04,5466,W142GB00,Z142ZBI0,FS,,1,,142,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172666,2020-36-04,5466,P142BP00,Z142ZBR0,FS,,1,,142,B,2020-04-20,1007589,2020-04-30,1007589,,,
D,1114172667,2020-36-04,5466,W143GB00,Z143ZBI0,FS,,2,,143,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172668,2020-36-04,5466,P143BP00,Z143ZBR0,FS,,1,,143,B,2020-04-20,1007589,2020-04-30,1007589,,,
D,1114172669,2020-36-04,5466,W144GB00,Z144ZBI0,FS,,2,,144,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172670,2020-36-04,5466,P144BP00,Z144ZBR0,FS,,1,,144,B,2020-04-20,1007589,2020-04-30,1007589,,,
D,1114172671,2020-36-04,5466,W145GB00,Z145ZBI0,FS,,1,,145,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172672,2020-36-04,5466,P145BP00,Z145ZBR0,FS,,1,,145,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172673,2020-36-04,5466,W152GB00,Z152ZBI0,FS,,1,,152,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172674,2020-36-04,5466,P152BP00,Z152ZBR0,FS,,1,,152,B,2020-04-20,1007589,2020-04-30,1007589,,,
D,1114172675,2020-36-04,5466,W153GB00,Z153ZBI0,FS,,4,,153,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172676,2020-36-04,5466,P153BP00,Z153ZBR0,FS,,1,,153,B,2020-04-20,1007589,2020-04-30,1007589,,,
D,1114172677,2020-36-04,5466,W154GB00,Z154ZBI0,FS,,4,,154,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172678,2020-36-04,5466,P154BP00,Z154ZBR0,FS,,1,,154,B,2020-04-20,1007589,2020-04-30,1007589,,,
D,1114172679,2020-36-04,5466,W155GB00,Z155ZBI0,FS,,2,,155,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172680,2020-36-04,5466,P155BP00,Z155ZBR0,FS,,1,,155,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172681,2020-36-04,5466,W161GB00,Z161ZBI0,FS,,3,,161,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172682,2020-36-04,5466,P161BP00,Z161ZBR0,FS,,1,,161,B,2020-04-20,1007589,2020-04-30,1007589,,,
D,1114172683,2020-36-04,5466,W171GB00,Z171ZBI0,FS,,2,,171,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172684,2020-36-04,5466,P171BP00,Z171ZBR0,FS,,1,,171,B,2020-04-20,1007589,2020-04-30,1007589,,,
D,1114172685,2020-36-04,5466,W182GB00,Z182ZBI0,FS,,1,,182,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172686,2020-36-04,5466,P182BP00,Z182ZBR0,FS,,1,,182,B,2020-04-20,1007589,2020-04-30,1007589,,,
D,1114172687,2020-36-04,5466,W183GT00,Z183ZBI0,FS,,2,,183,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172688,2020-36-04,5466,P183BP00,Z183ZBR0,FS,,1,,183,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114172689,2020-36-04,5466,W192GB00,Z192ZBI0,FS,,1,,192,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172690,2020-36-04,5466,P192BP00,Z192ZBR0,FS,,1,,192,B,2020-04-20,1007589,2020-04-30,1007589,,,
D,1114172691,2020-36-04,5466,W193GT00,Z193ZBI0,FS,,2,,193,B,2020-04-20,1007589,2020-04-30,1007081,,,
D,1114172692,2020-36-04,5466,P193BP00,Z193ZBR0,FS,,1,,193,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114318138,2020-36-04,5466,E20JP000,Z20JZPI0,SS,,0,,20J,P,2020-04-21,1008003,,,,,
D,1114318111,2020-36-04,5466,P20JPP00,Z20JZPR0,FS,,1,,20J,P,2020-04-21,1008003,,,,,
